Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
1/17/2016,17,January,2016,53,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,29,45,120,2105,1305,3410
5/7/2014,7,May,2014,53,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
5/7/2016,7,May,2016,53,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
11/10/2013,10,November,2013,50,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,486,450,936
11/10/2015,10,November,2015,50,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,437,405,842
8/19/2013,19,August,2013,55,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,871,540,1411
8/19/2015,19,August,2015,55,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,653,405,1058
9/18/2013,18,September,2013,55,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
9/18/2015,18,September,2015,55,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
12/14/2013,14,December,2013,59,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,30,45,120,1458,1350,2808
12/14/2015,14,December,2015,59,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,30,45,120,1458,1350,2808
1/1/2014,1,January,2014,24,Youth (<25),Male,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,475,360,835
1/1/2016,1,January,2016,24,Youth (<25),Male,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,356,270,626
3/1/2014,1,March,2014,24,Youth (<25),Female,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,100,90,190
3/1/2016,1,March,2016,24,Youth (<25),Female,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,199,180,379
6/12/2014,12,June,2014,26,Young Adults (25-34),Male,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,416,315,731
6/12/2016,12,June,2016,26,Young Adults (25-34),Male,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,238,180,418
12/23/2013,23,December,2013,26,Young Adults (25-34),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,299,270,569
12/23/2015,23,December,2015,26,Young Adults (25-34),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,349,315,664
7/31/2014,31,July,2014,23,Youth (<25),Male,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,26,45,120,1388,1170,2558
7/31/2016,31,July,2016,23,Youth (<25),Male,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,23,45,120,1228,1035,2263
5/11/2014,11,May,2014,17,Youth (<25),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
5/11/2016,11,May,2016,17,Youth (<25),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,562,360,922
6/18/2014,18,June,2014,17,Youth (<25),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
6/18/2016,18,June,2016,17,Youth (<25),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
4/20/2014,20,April,2014,31,Young Adults (25-34),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,281,180,461
4/20/2016,20,April,2016,31,Young Adults (25-34),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
12/5/2013,5,December,2013,32,Young Adults (25-34),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,486,450,936
12/5/2015,5,December,2015,32,Young Adults (25-34),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,389,360,749
6/11/2014,11,June,2014,37,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,19,45,120,1402,855,2257
6/11/2016,11,June,2016,37,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,1255,765,2020
4/24/2014,24,April,2014,49,Adults (35-64),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,149,135,284
4/24/2016,24,April,2016,49,Adults (35-64),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,199,180,379
2/7/2014,7,February,2014,42,Adults (35-64),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,398,360,758
2/7/2016,7,February,2016,42,Adults (35-64),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,299,270,569
12/3/2013,3,December,2013,35,Adults (35-64),Female,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,56,45,101
12/3/2015,3,December,2015,35,Adults (35-64),Female,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,56,45,101
3/24/2014,24,March,2014,27,Young Adults (25-34),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
3/24/2016,24,March,2016,27,Young Adults (25-34),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,211,135,346
4/7/2014,7,April,2014,27,Young Adults (25-34),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,140,90,230
4/7/2016,7,April,2016,27,Young Adults (25-34),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
6/6/2014,6,June,2014,28,Young Adults (25-34),Female,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,475,360,835
6/6/2016,6,June,2016,28,Young Adults (25-34),Female,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,297,225,522
12/19/2013,19,December,2013,45,Adults (35-64),Female,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,21,45,120,1121,945,2066
12/19/2015,19,December,2015,45,Adults (35-64),Female,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1175,990,2165
7/12/2014,12,July,2014,50,Adults (35-64),Male,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,27,45,120,1798,1215,3013
7/12/2016,12,July,2016,50,Adults (35-64),Male,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,26,45,120,1732,1170,2902
3/21/2014,21,March,2014,36,Adults (35-64),Female,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
3/21/2016,21,March,2016,36,Adults (35-64),Female,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
11/27/2013,27,November,2013,44,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,726,450,1176
11/27/2015,27,November,2015,44,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,726,450,1176
6/15/2014,15,June,2014,44,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,1234,765,1999
6/15/2016,15,June,2016,44,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,19,45,120,1379,855,2234
5/4/2014,4,May,2014,42,Adults (35-64),Female,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,16,45,120,950,720,1670
5/4/2016,4,May,2016,42,Adults (35-64),Female,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,1010,765,1775
8/20/2013,20,August,2013,29,Young Adults (25-34),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,175,135,310
8/20/2015,20,August,2015,29,Young Adults (25-34),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,175,135,310
9/4/2013,4,September,2013,29,Young Adults (25-34),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,27,45,120,1571,1215,2786
9/4/2015,4,September,2015,29,Young Adults (25-34),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,24,45,120,1397,1080,2477
1/19/2014,19,January,2014,29,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
1/19/2016,19,January,2016,29,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
1/7/2014,7,January,2014,31,Young Adults (25-34),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,29,45,120,2140,1305,3445
1/7/2016,7,January,2016,31,Young Adults (25-34),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,30,45,120,2214,1350,3564
12/31/2013,31,December,2013,29,Young Adults (25-34),Male,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,713,540,1253
12/31/2015,31,December,2015,29,Young Adults (25-34),Male,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,13,45,120,772,585,1357
1/16/2014,16,January,2014,41,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,738,450,1188
1/16/2016,16,January,2016,41,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,517,315,832
2/18/2014,18,February,2014,41,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,148,90,238
2/18/2016,18,February,2016,41,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,74,45,119
3/2/2014,2,March,2014,41,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
3/2/2016,2,March,2016,41,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
7/15/2013,15,July,2013,32,Young Adults (25-34),Female,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,333,225,558
7/15/2015,15,July,2015,32,Young Adults (25-34),Female,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223
6/6/2014,6,June,2014,32,Young Adults (25-34),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,140,90,230
6/6/2016,6,June,2016,32,Young Adults (25-34),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,140,90,230
10/9/2013,9,October,2013,32,Young Adults (25-34),Female,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,594,450,1044
10/9/2015,9,October,2015,32,Young Adults (25-34),Female,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,713,540,1253
12/11/2013,11,December,2013,35,Adults (35-64),Male,France,Loiret,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,618,450,1068
12/11/2015,11,December,2015,35,Adults (35-64),Male,France,Loiret,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,742,540,1282
5/20/2014,20,May,2014,53,Adults (35-64),Female,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,53,45,98
5/20/2016,20,May,2016,53,Adults (35-64),Female,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,107,90,197
9/27/2013,27,September,2013,56,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
9/27/2015,27,September,2015,56,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,653,405,1058
12/17/2013,17,December,2013,24,Youth (<25),Female,Canada,Alberta,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,300,180,480
12/17/2015,17,December,2015,24,Youth (<25),Female,Canada,Alberta,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,450,270,720
2/20/2014,20,February,2014,35,Adults (35-64),Female,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,416,315,731
2/20/2016,20,February,2016,35,Adults (35-64),Female,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,535,405,940
8/26/2013,26,August,2013,27,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,590,360,950
8/26/2015,26,August,2015,27,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
8/3/2013,3,August,2013,31,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,738,450,1188
8/3/2015,3,August,2015,31,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,886,540,1426
11/28/2013,28,November,2013,28,Young Adults (25-34),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,437,405,842
11/28/2015,28,November,2015,28,Young Adults (25-34),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,437,405,842
11/19/2013,19,November,2013,28,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,594,450,1044
11/19/2015,19,November,2015,28,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,535,405,940
12/8/2013,8,December,2013,28,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,238,180,418
12/8/2015,8,December,2015,28,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,178,135,313
4/27/2014,27,April,2014,28,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,178,135,313
4/27/2016,27,April,2016,28,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,178,135,313
5/17/2014,17,May,2014,27,Young Adults (25-34),Male,Germany,Hamburg,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,1132,765,1897
5/17/2016,17,May,2016,27,Young Adults (25-34),Male,Germany,Hamburg,Accessories,Bike Racks,Hitch Rack - 4-Bike,14,45,120,932,630,1562
5/24/2014,24,May,2014,31,Young Adults (25-34),Female,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,502,405,907
5/24/2016,24,May,2016,31,Young Adults (25-34),Female,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,502,405,907
5/16/2014,16,May,2014,58,Adults (35-64),Female,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,534,450,984
5/16/2016,16,May,2016,58,Adults (35-64),Female,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,427,360,787
8/14/2013,14,August,2013,30,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,1234,765,1999
8/14/2015,14,August,2015,30,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,14,45,120,1016,630,1646
10/25/2013,25,October,2013,30,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,726,450,1176
10/25/2015,25,October,2015,30,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,653,405,1058
11/15/2013,15,November,2013,30,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
11/15/2015,15,November,2015,30,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
3/13/2014,13,March,2014,30,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
3/13/2016,13,March,2016,30,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
4/14/2014,14,April,2014,30,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,508,315,823
4/14/2016,14,April,2016,30,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,508,315,823
9/17/2013,17,September,2013,52,Adults (35-64),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,194,180,374
9/17/2015,17,September,2015,52,Adults (35-64),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,194,180,374
1/20/2014,20,January,2014,51,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
1/20/2016,20,January,2016,51,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
9/9/2013,9,September,2013,47,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,664,405,1069
9/9/2015,9,September,2015,47,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,11,45,120,812,495,1307
9/28/2013,28,September,2013,45,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,590,360,950
9/28/2015,28,September,2015,45,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
9/2/2013,2,September,2013,33,Young Adults (25-34),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,74,45,119
9/2/2015,2,September,2015,33,Young Adults (25-34),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,148,90,238
9/21/2013,21,September,2013,33,Young Adults (25-34),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
9/21/2015,21,September,2015,33,Young Adults (25-34),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,148,90,238
3/2/2014,2,March,2014,33,Young Adults (25-34),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
3/2/2016,2,March,2016,33,Young Adults (25-34),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,292,270,562
11/5/2013,5,November,2013,37,Adults (35-64),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,407,315,722
11/5/2015,5,November,2015,37,Adults (35-64),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,407,315,722
9/19/2013,19,September,2013,59,Adults (35-64),Male,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,221,135,356
9/19/2015,19,September,2015,59,Adults (35-64),Male,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,74,45,119
7/31/2014,31,July,2014,31,Young Adults (25-34),Male,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,391,315,706
7/31/2016,31,July,2016,31,Young Adults (25-34),Male,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,335,270,605
3/1/2014,1,March,2014,31,Young Adults (25-34),Female,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
3/1/2016,1,March,2016,31,Young Adults (25-34),Female,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,291,225,516
7/29/2014,29,July,2014,18,Youth (<25),Female,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,533,360,893
7/29/2016,29,July,2016,18,Youth (<25),Female,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,666,450,1116
5/14/2014,14,May,2014,42,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,295,180,475
5/14/2016,14,May,2016,42,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,74,45,119
11/8/2013,8,November,2013,32,Young Adults (25-34),Male,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
11/8/2015,8,November,2015,32,Young Adults (25-34),Male,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,160,135,295
1/26/2014,26,January,2014,35,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,26,45,120,1825,1170,2995
1/26/2016,26,January,2016,35,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,28,45,120,1966,1260,3226
5/6/2014,6,May,2014,35,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,140,90,230
5/6/2016,6,May,2016,35,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
2/14/2014,14,February,2014,21,Youth (<25),Female,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,238,180,418
2/14/2016,14,February,2016,21,Youth (<25),Female,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,238,180,418
11/22/2013,22,November,2013,28,Young Adults (25-34),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,632,405,1037
11/22/2015,22,November,2015,28,Young Adults (25-34),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
8/28/2013,28,August,2013,53,Adults (35-64),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,407,315,722
8/28/2015,28,August,2015,53,Adults (35-64),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
9/6/2013,6,September,2013,45,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,11,45,120,812,495,1307
9/6/2015,6,September,2015,45,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,590,360,950
6/11/2014,11,June,2014,45,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,26,45,120,1919,1170,3089
6/11/2016,11,June,2016,45,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,27,45,120,1993,1215,3208
11/24/2013,24,November,2013,59,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
11/24/2015,24,November,2015,59,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,590,360,950
6/28/2014,28,June,2014,40,Adults (35-64),Female,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,23,45,120,1366,1035,2401
6/28/2016,28,June,2016,40,Adults (35-64),Female,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,25,45,120,1485,1125,2610
5/20/2014,20,May,2014,27,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
5/20/2016,20,May,2016,27,Young Adults (25-34),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,73,45,118
10/18/2013,18,October,2013,30,Young Adults (25-34),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,508,315,823
10/18/2015,18,October,2015,30,Young Adults (25-34),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,508,315,823
2/14/2014,14,February,2014,32,Young Adults (25-34),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,590,360,950
2/14/2016,14,February,2016,32,Young Adults (25-34),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
12/27/2013,27,December,2013,33,Young Adults (25-34),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,175,135,310
12/27/2015,27,December,2015,33,Young Adults (25-34),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,233,180,413
2/21/2014,21,February,2014,33,Young Adults (25-34),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,233,180,413
2/21/2016,21,February,2016,33,Young Adults (25-34),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
9/5/2013,5,September,2013,48,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
9/5/2015,5,September,2015,48,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
5/9/2014,9,May,2014,48,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
5/9/2016,9,May,2016,48,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
5/6/2014,6,May,2014,46,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,13,45,120,944,585,1529
5/6/2016,6,May,2016,46,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,726,450,1176
5/2/2014,2,May,2014,34,Young Adults (25-34),Female,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,502,405,907
5/2/2016,2,May,2016,34,Young Adults (25-34),Female,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,335,270,605
9/8/2013,8,September,2013,19,Youth (<25),Female,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,582,450,1032
9/8/2015,8,September,2015,19,Youth (<25),Female,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,407,315,722
2/1/2014,1,February,2014,34,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
2/1/2016,1,February,2016,34,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
